id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
11,COMP_M,15,15_193,15_(190-193),382,388,199,62,15_190,106.52978723404256,688.3364515487494,794.866238782792,592.3364485981308,688.3364515487494
4,COMP_M,8,8_119,8_(116-119),233,236,198,96,8_116,154.49146757679182,688.9341343344946,843.4256019112864,543.0972880379899,688.9341343344946
43,COMP_M,4,4_66,4_(63-66),159,143,194,33,4_63,351.89130434782606,689.4982835799738,1041.3895879277998,613.4982817869416,689.4982835799738
43,COMP_M,4,4_70,4_(63-70),159,147,194,12,4_63,43.83003492433062,702.4982834884718,746.3283184128024,613.4982817869416,702.4982834884718
26,COMP_M,5,5_76,5_(75-76),165,161,195,0,5_75,54.33904109589041,705.2697891087569,759.6088302046472,520.5395683453237,705.2697891087569
40,COMP_M,13,13_169,13_(168-169),352,334,169,149,13_168,67.2488425925926,706.0328254541395,773.2816680467321,657.0328232128159,706.0328254541395
12,COMP_M,12,12_155,12_(150-155),301,307,43,195,12_150,102.27697841726619,706.4364540281566,808.7134324454228,624.4364522926537,706.4364540281566
2,COMP_M,3,3_55,3_(53-55),119,124,20,140,3_53,121.76523702031602,711.4982842392693,833.2635212595853,668.5206099503146,711.4982842392693
28,COMP_M,9,9_142,9_(139-142),276,282,181,4,9_139,110.45136186770428,712.1182170909616,822.5695789586658,684.1182165793583,712.1182170909616
3,COMP_M,1,1_37,1_(33-37),85,90,141,161,1_33,110.01075268817205,713.9966902747968,824.0074429629689,671.9966895269088,713.9966902747968
40,COMP_M,13,13_170,13_(168-170),352,337,169,136,13_168,36.142191142191145,714.0328245674167,750.1750157096078,657.0328232128159,714.0328245674167
4,COMP_M,8,8_122,8_(117-122),234,242,134,197,8_117,206.88581314878894,715.7688341748852,922.6546473236742,638.7688309881166,715.7688341748852
12,COMP_M,12,12_156,12_(150-156),301,309,43,179,12_150,101.42512077294685,717.4364550550263,818.8615758279732,624.4364522926537,717.4364550550263
40,COMP_M,13,13_171,13_(168-171),352,340,169,128,13_168,119.16885964912281,718.0328246005084,837.2016842496313,657.0328232128159,718.0328246005084
12,COMP_M,12,12_159,12_(150-159),301,313,43,82,12_150,120.97333333333333,720.4364553503294,841.4097886836628,624.4364522926537,720.4364553503294
43,COMP_M,4,4_68,4_(63-68),159,145,194,154,4_63,93.71875,722.4982838620659,816.2170338620659,613.4982817869416,722.4982838620659
43,COMP_M,4,4_72,4_(63-72),159,155,194,152,4_63,82.54609929078015,722.4982847690719,805.0443840598521,613.4982817869416,722.4982847690719
2,COMP_M,3,3_58,3_(53-58),119,129,20,155,3_53,59.84073107049608,724.5206135114524,784.3613445819485,668.5206099503146,724.5206135114524
2,COMP_M,3,3_56,3_(53-56),119,125,20,133,3_53,21.436034115138593,726.4982839442958,747.9343180594344,668.5206099503146,726.4982839442958
2,COMP_M,3,3_57,3_(53-57),119,127,20,194,3_53,58.3241695303551,726.5206126461813,784.8447821765365,668.5206099503146,726.5206126461813
26,COMP_M,5,5_77,5_(75-77),165,162,195,26,5_75,72.9171270718232,730.2697891784861,803.1869162503093,520.5395683453237,730.2697891784861
25,COMP_M,18,18_232,18_(230-232),455,459,188,10,18_230,113.7481662591687,734.0523764593294,847.800542718498,689.0523741295503,734.0523764593294
46,COMP_M,6,6_81,6_(80-81),198,167,194,32,6_80,68.0171526586621,734.0523769959062,802.0695296545683,641.4822451317297,734.0523769959062
40,COMP_M,13,13_173,13_(168-173),352,343,169,82,13_168,73.54,735.0328246761255,808.5728246761255,657.0328232128159,735.0328246761255
40,COMP_M,13,13_172,13_(168-172),352,341,169,162,13_168,28.4281914893617,738.032825368709,766.4610168580707,657.0328232128159,738.032825368709
2,COMP_M,3,3_59,3_(53-59),119,131,20,146,3_53,250.0984455958549,738.5206123572708,988.6190579531258,668.5206099503146,738.5206123572708
21,COMP_M,12,12_150,12_(149-150),330,301,195,43,12_149,173.16666666666666,739.2697895815685,912.4364562482351,564.4892102697073,739.2697895815685
35,COMP_M,2,2_45,2_(40-45),98,108,6,89,2_40,42.30229746070133,739.3079191932264,781.6102166539278,728.3079184895823,739.3079191932264
2,COMP_M,3,3_62,3_(53-62),119,135,20,31,3_53,79.05084745762711,740.52061305892,819.5714605165472,668.5206099503146,740.52061305892
2,COMP_M,3,3_60,3_(53-60),119,133,20,123,3_53,193.00334448160535,741.5206126435465,934.5239571251519,668.5206099503146,741.5206126435465
34,COMP_M,12,12_149,M.USER.APP.12,18,330,195,195,None,177.74460431654677,742.2338145862541,919.9784189028009,429.0,429.0
35,COMP_M,2,2_43,2_(40-43),98,106,6,84,2_40,131.96,743.3079194651635,875.2679194651636,728.3079184895823,743.3079194651635
12,COMP_M,12,12_165,12_(150-165),301,323,43,156,12_150,30.31539289558665,747.5206129672995,777.8360058628862,624.4364522926537,747.5206129672995
46,COMP_M,6,6_95,6_(80-95),198,193,194,91,6_80,212.45454545454547,749.052377552473,961.5069230070185,641.4822451317297,749.052377552473
35,COMP_M,2,2_47,2_(40-47),98,111,6,84,2_40,111.265,749.3079203005134,860.5729203005134,728.3079184895823,749.3079203005134
52,COMP_M,6,6_80,M.USER.APP.6,8,198,194,194,None,29.482245131729666,751,780.4822451317297,751.0,751.0
46,COMP_M,6,6_97,6_(80-97),198,197,194,58,6_80,34.672413793103445,751.4982854795803,786.1706992726838,641.4822451317297,751.4982854795803
35,COMP_M,2,2_41,2_(40-41),98,101,6,117,2_40,71.6594427244582,752.3079194849066,823.9673622093649,728.3079184895823,752.3079194849066
25,COMP_M,18,18_234,18_(226-234),447,462,114,194,18_226,64.96792668957617,752.4060797604276,817.3740064500038,698.4060769124421,752.4060797604276
21,COMP_M,12,12_152,12_(149-152),330,304,195,125,12_149,52.33960047003525,758.2697894386405,810.6093899086758,564.4892102697073,758.2697894386405
30,COMP_M,16,16_210,16_(209-210),419,422,158,166,16_209,70.44539614561027,760.5946288198783,831.0400249654886,711.5946276960103,760.5946288198783
28,COMP_M,9,9_138,9_(130-138),258,273,177,0,9_130,37.852739726027394,762.0271425276671,799.8798822536945,718.0271406499027,762.0271425276671
26,COMP_M,5,5_78,5_(76-78),161,163,0,1,5_76,83.22026431718062,766.6088302854138,849.8290946025944,759.6088302046472,766.6088302854138
28,COMP_M,9,9_135,9_(130-135),258,268,177,147,9_130,33.4273127753304,767.0271422079534,800.4544549832838,718.0271406499027,767.0271422079534
42,COMP_M,0,0_1,0_(0-1),59,31,197,192,0_0,92.69781312127236,768.6297595203372,861.3275726416095,708.6297577854671,768.6297595203372
11,COMP_M,15,15_194,15_(192-194),387,390,62,185,15_192,38.36878612716763,768.985388403096,807.3541745302635,741.9853864723227,768.985388403096
42,COMP_M,0,0_3,0_(0-3),59,33,197,104,0_0,45.80365296803653,771.6297590381163,817.4334120061528,708.6297577854671,771.6297590381163
21,COMP_M,12,12_160,12_(149-160),330,314,195,73,12_149,125.28935185185185,773.2697894974464,898.5591413492982,564.4892102697073,773.2697894974464
5,COMP_M,8,8_118,8_(115-118),231,235,194,64,8_115,116.37528089887641,775.4982854521762,891.8735663510527,697.3178989401404,775.4982854521762
36,COMP_M,10,10_143,M.USER.APP.10,14,285,199,199,None,387.85981308411215,776.7196261682243,1164.5794392523364,445.0,445.0
11,COMP_M,15,15_197,15_(191-197),385,395,119,172,15_191,34.51690140845071,777.4837217760424,812.0006231844932,729.4837209653112,777.4837217760424
26,COMP_M,5,5_79,5_(76-79),161,164,0,78,5_76,74.38719068413391,778.6088304100864,852.9960210942203,759.6088302046472,778.6088304100864
40,COMP_M,13,13_175,13_(168-175),352,350,169,199,13_168,439.2803738317757,781.0328256827069,1220.3131995144827,657.0328232128159,781.0328256827069
5,COMP_M,8,8_121,8_(115-121),231,238,194,50,8_115,66.29161603888214,784.4982859708222,850.7899020097043,697.3178989401404,784.4982859708222
28,COMP_M,9,9_140,9_(130-140),258,279,177,151,9_130,131.911227154047,793.0271433936524,924.9383705476994,718.0271406499027,793.0271433936524
21,COMP_M,12,12_161,12_(149-161),330,315,195,22,12_149,36.37577639751553,793.2697906303458,829.6455670278614,564.4892102697073,793.2697906303458
28,COMP_M,9,9_136,9_(130-136),258,271,177,199,9_130,400.38317757009344,799.0271441508382,1199.4103217209317,718.0271406499027,799.0271441508382
3,COMP_M,1,1_28,1_(26-28),69,74,146,191,1_26,89.7242472266244,799.780097047274,889.5043442738984,765.7800961123195,799.780097047274
42,COMP_M,0,0_4,0_(0-4),59,35,197,149,0_0,23.520833333333332,800.6297614653678,824.1505947987011,708.6297577854671,800.6297614653678
46,COMP_M,6,6_85,6_(81-85),167,172,32,32,6_81,55.39622641509434,802.0695296545683,857.4657560696627,802.0695296545683,802.0695296545683
5,COMP_M,8,8_116,8_(115-116),231,233,194,198,8_115,61.351578947368424,803.4982866782567,864.8498656256252,697.3178989401404,803.4982866782567
5,COMP_M,8,8_123,8_(115-123),231,244,194,16,8_115,78.84227642276423,806.4982865804906,885.3405630032548,697.3178989401404,806.4982865804906
13,COMP_M,0,0_17,0_(11-17),49,57,179,0,0_11,41.82420091324201,807.1949818639941,849.0191827772362,765.1949805331933,807.1949818639941
42,COMP_M,0,0_5,0_(0-5),59,36,197,86,0_0,83.0154711673699,807.6297611381437,890.6452323055137,708.6297577854671,807.6297611381437
44,COMP_M,5,5_75,M.USER.APP.5,7,165,195,195,None,147.26978417266187,815.0791366906474,962.3489208633092,577.0,577.0
11,COMP_M,15,15_200,15_(193-200),388,399,62,29,15_193,210.74015748031496,817.8662393944944,1028.6063968748094,794.866238782792,817.8662393944944
11,COMP_M,15,15_201,15_(193-201),388,401,62,169,15_193,21.956236323851204,818.866239316066,840.8224756399171,794.866238782792,818.866239316066
42,COMP_M,0,0_6,0_(0-6),59,39,197,30,0_0,56.84493670886076,819.6297609105764,876.4746976194372,708.6297577854671,819.6297609105764
12,COMP_M,12,12_166,12_(165-166),323,324,156,129,12_165,133.88177339901478,821.8360066750906,955.7177800741053,777.8360058628862,821.8360066750906
40,COMP_M,13,13_174,13_(169-174),334,346,149,156,13_169,48.406889128094726,824.2816698518725,872.6885589799672,773.2816680467321,824.2816698518725
52,COMP_M,6,6_81,6_(80-81),198,167,194,32,6_80,68.0171526586621,824.4822468853615,892.4993995440236,780.4822451317297,824.4822468853615
11,COMP_M,15,15_196,15_(194-196),390,393,185,106,15_194,224.80239520958085,825.3541749342824,1050.1565701438633,807.3541745302635,825.3541749342824
21,COMP_M,12,12_163,12_(149-163),330,318,195,119,12_149,52.81256436663234,830.2697910731764,883.0823554398088,564.4892102697073,830.2697910731764
11,COMP_M,15,15_195,15_(194-195),390,392,185,59,15_194,71.62068965517241,830.3541755487397,901.9748652039121,807.3541745302635,830.3541755487397
11,COMP_M,15,15_206,15_(193-206),388,413,62,169,15_193,34.328227571115974,830.8662400585303,865.1944676296462,794.866238782792,830.8662400585303
53,COMP_M,2,2_38,M.USER.APP.2,2,117,178,193,None,69.4236220472441,833.0000019544822,902.4236240017262,773.0,833.0000019544822
46,COMP_M,6,6_83,6_(81-83),167,170,32,97,6_81,39.93324607329843,833.0695305290734,873.0027766023718,802.0695296545683,833.0695305290734
9,COMP_M,8,8_115,8_(114-115),253,231,195,194,8_114,40.04810996563574,833.269791271928,873.3179012375638,657.2517996626474,833.269791271928
11,COMP_M,15,15_203,15_(193-203),388,404,62,184,15_193,34.653721682847895,833.8662404108154,868.5199620936633,794.866238782792,833.8662404108154
46,COMP_M,6,6_82,6_(81-82),167,169,32,123,6_81,74.92976588628763,837.0695302382289,911.9992961245166,802.0695296545683,837.0695302382289
21,COMP_M,12,12_158,12_(152-158),304,311,125,61,12_152,82.35546038543897,842.6093904530178,924.9648508384568,810.6093899086758,842.6093904530178
11,COMP_M,15,15_199,15_(194-199),390,398,185,25,15_194,23.954545454545453,846.3541753077736,870.3087207623191,807.3541745302635,846.3541753077736
52,COMP_M,6,6_97,6_(80-97),198,197,194,58,6_80,34.672413793103445,846.4822474404817,881.1546612335852,780.4822451317297,846.4822474404817
38,COMP_M,8,8_114,M.USER.APP.8,10,253,187,195,None,191.41726618705036,848.6690658496977,1040.086332036748,531.0,585.0000011014963
12,COMP_M,12,12_157,12_(151-157),302,310,159,32,12_151,62.01715265866209,849.8360073146124,911.8531599732745,790.6864533154215,849.8360073146124
27,COMP_M,3,3_52,M.USER.APP.3,4,136,183,183,None,423.55045871559633,854.1009174311927,1277.651376146789,364.0,364.0
43,COMP_M,4,4_69,4_(68-69),145,146,154,20,4_68,143.3134328358209,855.2170351296421,998.530467965463,816.2170338620659,855.2170351296421
9,COMP_M,8,8_124,8_(114-124),253,246,195,91,8_114,173.36363636363637,855.269790974755,1028.6334273383914,657.2517996626474,855.269790974755
56,COMP_M,7,7_98,M.USER.APP.7,9,225,194,194,None,46.74570446735395,857,903.7457044673539,857.0,857.0
25,COMP_M,18,18_224,18_(222-224),442,445,175,6,18_222,100.91845493562232,857.2697907451396,958.188245680762,825.3029990249552,857.2697907451396
42,COMP_M,0,0_10,0_(4-10),35,47,149,47,0_4,32.62933753943218,858.1505956007202,890.7799331401524,824.1505947987011,858.1505956007202
46,COMP_M,6,6_84,6_(81-84),167,171,32,194,6_81,52.20847651775487,866.0695320519266,918.2780085696814,802.0695296545683,866.0695320519266
46,COMP_M,6,6_86,6_(81-86),167,175,32,167,6_81,133.61832061068702,869.0695309382386,1002.6878515489257,802.0695296545683,869.0695309382386
42,COMP_M,0,0_11,0_(0-11),59,49,197,179,0_0,287.5652173913044,871.3541767196087,1158.9193941109131,708.6297577854671,871.3541767196087
6,COMP_M,10,10_144,10_(143-144),285,288,199,131,10_143,133.71753246753246,872.6297621582914,1006.3472946258239,776.7196261682243,872.6297621582914
43,COMP_M,4,4_67,4_(65-67),141,144,18,149,4_65,51.020833333333336,874.3628005931604,925.3836339264938,833.3627990387273,874.3628005931604
46,COMP_M,6,6_88,6_(81-88),167,181,32,141,6_81,48.0,877.0695312580652,925.0695312580652,802.0695296545683,877.0695312580652
5,COMP_M,8,8_126,8_(121-126),238,250,50,14,8_121,56.80154639175258,878.7899024800549,935.5914488718075,850.7899020097043,878.7899024800549
42,COMP_M,0,0_7,0_(0-7),59,40,197,198,0_0,35.188421052631575,881.6297641737082,916.8181852263398,708.6297577854671,881.6297641737082
46,COMP_M,6,6_87,6_(81-87),167,179,32,150,6_81,209.3108108108108,882.0695313022179,1091.3803421130287,802.0695296545683,882.0695313022179
43,COMP_M,4,4_74,4_(68-74),145,158,154,138,4_68,83.15432098765432,882.2170350991624,965.3713560868167,816.2170338620659,882.2170350991624
42,COMP_M,0,0_2,0_(1-2),31,32,192,108,0_1,48.987432675044886,884.3275730782955,933.3150057533403,861.3275726416095,884.3275730782955
43,COMP_M,4,4_71,4_(65-71),141,151,18,142,4_65,71.47557471264368,885.3628008331603,956.8383755458041,833.3627990387273,885.3628008331603
35,COMP_M,2,2_51,2_(47-51),111,115,84,186,2_47,126.07901907356948,889.5729210804366,1015.6519401540061,860.5729203005134,889.5729210804366
9,COMP_M,8,8_125,8_(114-125),253,249,195,191,8_114,64.46592709984152,890.2697930387473,954.7357201385888,657.2517996626474,890.2697930387473
46,COMP_M,6,6_89,6_(81-89),167,184,32,120,6_81,111.62474226804123,891.0695315019636,1002.6942737700049,802.0695296545683,891.0695315019636
18,COMP_M,3,3_53,3_(52-53),136,119,183,20,3_52,200.97014925373134,891.1009194121795,1092.0710686659108,854.1009174311927,891.1009194121795
35,COMP_M,2,2_44,2_(43-44),106,107,84,15,2_43,67.45891472868217,891.2679199507986,958.7268346794808,875.2679194651636,891.2679199507986
52,COMP_M,6,6_85,6_(81-85),167,172,32,32,6_81,55.39622641509434,892.4993995440236,947.895625959118,892.4993995440236,892.4993995440236
25,COMP_M,18,18_228,18_(222-228),442,450,175,153,18_222,2.3093309330933094,894.2697920665806,896.5791229996739,825.3029990249552,894.2697920665806
11,COMP_M,15,15_202,15_(199-202),398,402,25,134,15_199,357.484375,899.3087218096819,1256.7930968096819,870.3087207623191,899.3087218096819
60,COMP_M,16,16_207,M.USER.APP.16,25,424,193,193,None,92.78740157480316,901,993.7874015748032,901.0,901.0
46,COMP_M,6,6_91,6_(81-91),167,187,32,36,6_81,153.7,902.069531095786,1055.769531095786,802.0695296545683,902.069531095786
42,COMP_M,0,0_18,0_(1-18),31,58,192,138,0_1,39.498456790123456,903.3275731131773,942.8260299033008,861.3275726416095,903.3275731131773
61,COMP_M,1,1_19,M.USER.APP.1,1,91,193,193,None,72.16850393700787,907,979.1685039370079,907.0,907.0
25,COMP_M,18,18_229,18_(222-229),442,451,175,161,18_222,248.247311827957,908.2697923050588,1156.517104133016,825.3029990249552,908.2697923050588
33,COMP_M,5,5_76,5_(75-76),165,161,195,0,5_75,54.33904109589041,909.2697925538965,963.6088336497869,667.8093525179855,909.2697925538965
13,COMP_M,0,0_14,0_(8-14),41,54,199,165,0_8,60.403108808290156,909.3275735202627,969.7306823285529,835.5238375608587,909.3275735202627
11,COMP_M,15,15_204,15_(199-204),398,408,25,116,15_199,90.32371134020619,911.3087215094843,1001.6324328496904,870.3087207623191,911.3087215094843
46,COMP_M,6,6_92,6_(81-92),167,188,32,163,6_81,60.028888888888886,915.0695318846952,975.098420773584,802.0695296545683,915.0695318846952
29,COMP_M,12,12_149,M.USER.APP.12,17,330,181,195,None,177.74460431654677,919.9784189028009,1097.7230232193476,379.0,433.0000013836425
13,COMP_M,0,0_15,0_(12-15),51,55,159,14,0_12,133.7242268041237,922.9508012062254,1056.675028010349,871.9508001228351,922.9508012062254
46,COMP_M,6,6_93,6_(81-93),167,189,32,43,6_81,363.95061728395063,924.0695317309376,1288.0201490148881,802.0695296545683,924.0695317309376
62,COMP_M,11,11_145,M.USER.APP.11,15,295,187,187,None,206.2049689440994,925,1131.2049689440994,925.0,925.0
11,COMP_M,15,15_198,15_(195-198),392,396,59,84,15_195,149.5425,925.9748658271186,1075.5173658271185,901.9748652039121,925.9748658271186
24,COMP_M,11,11_146,11_(145-146),295,291,187,33,11_145,408.34057971014494,926.5455494235971,1334.886129133742,688.4099378881988,724.4099386575515
9,COMP_M,8,8_118,8_(115-118),231,235,194,64,8_115,116.37528089887641,927.3179026299681,1043.6931835288444,873.3179012375638,927.3179026299681
13,COMP_M,0,0_16,0_(12-16),51,56,159,139,0_12,37.745657568238215,928.9508018367014,966.6964594049397,871.9508001228351,928.9508018367014
21,COMP_M,12,12_164,12_(163-164),318,322,119,116,12_163,49.121649484536086,929.0823563745397,978.2040058590758,883.0823554398088,929.0823563745397
33,COMP_M,5,5_77,5_(75-77),165,162,195,26,5_75,72.9171270718232,930.2697929229904,1003.1869199948136,667.8093525179855,930.2697929229904
45,COMP_M,9,9_129,9_(128-129),284,256,195,4,9_128,55.262645914396884,931.2697932464239,986.5324391608208,671.6402877697842,931.2697932464239
52,COMP_M,6,6_83,6_(81-83),167,170,32,97,6_81,39.93324607329843,933.0695321206888,973.0027781939872,892.4993995440236,933.0695321206888
5,COMP_M,8,8_127,8_(118-127),235,251,64,194,8_118,32.936998854524624,933.8735672842366,966.8105661387613,891.8735663510527,933.8735672842366
58,COMP_M,2,2_38,M.USER.APP.2,2,117,178,193,None,69.4236220472441,936.0000019544822,1005.4236240017262,876.0,936.0000019544822
9,COMP_M,8,8_121,8_(115-121),231,238,194,50,8_115,66.29161603888214,936.317903148614,1002.6095191874962,873.3179012375638,936.317903148614
42,COMP_M,0,0_8,0_(1-8),31,41,192,199,0_1,290.196261682243,936.3275758786157,1226.5238375608587,861.3275726416095,936.3275758786157
5,COMP_M,8,8_119,8_(116-119),233,236,198,96,8_116,154.49146757679182,936.8498672953597,1091.3413348721515,864.8498656256252,936.8498672953597
52,COMP_M,6,6_82,6_(81-82),167,169,32,123,6_81,74.92976588628763,937.0695318298443,1011.999297716132,892.4993995440236,937.0695318298443
63,COMP_M,14,14_176,M.USER.APP.14,21,381,195,195,None,84.58992805755396,942,1026.589928057554,942.0,942.0
21,COMP_M,12,12_162,12_(158-162),311,316,61,60,12_158,56.97303921568628,942.964851372604,999.9378905882903,924.9648508384568,942.964851372604
11,COMP_M,15,15_205,15_(195-205),392,411,59,121,15_195,65.17285945072697,944.974867065442,1010.147726516169,901.9748652039121,944.974867065442
45,COMP_M,9,9_132,9_(128-132),284,263,195,133,9_128,36.92963752665245,950.2697939567369,987.1994314833893,671.6402877697842,950.2697939567369
21,COMP_M,12,12_153,12_(150-153),301,305,43,185,12_150,29.265895953757227,951.4364570318257,980.7023529855829,912.4364562482351,951.4364570318257
21,COMP_M,12,12_167,12_(158-167),311,327,61,84,12_158,127.1225,952.9648519415767,1080.0873519415768,924.9648508384568,952.9648519415767
45,COMP_M,9,9_130,9_(128-130),284,258,195,177,9_128,163.75735294117646,954.2697945287938,1118.0271474699703,671.6402877697842,954.2697945287938
53,COMP_M,2,2_39,2_(38-39),117,97,193,160,2_38,41.3048951048951,954.4236253455824,995.7285204504775,902.4236240017262,954.4236253455824
20,COMP_M,11,11_148,11_(146-148),291,294,33,68,11_146,77.33114754098361,954.5455500326631,1031.8766975736467,926.5455494235971,954.5455500326631
9,COMP_M,8,8_116,8_(115-116),231,233,194,198,8_115,61.351578947368424,955.3179038560486,1016.669482803417,873.3179012375638,955.3179038560486
53,COMP_M,2,2_49,2_(38-49),117,113,193,27,2_38,66.43931623931624,955.4236252918656,1021.8629415311818,902.4236240017262,955.4236252918656
21,COMP_M,12,12_151,12_(150-151),301,302,43,159,12_150,122.25,956.436457271003,1078.6864572710028,912.4364562482351,956.436457271003
56,COMP_M,7,7_100,7_(98-100),225,201,194,83,7_98,49.07703281027104,957.3179028217272,1006.3949356319982,903.7457044673539,957.3179028217272
2,COMP_M,3,3_61,3_(60-61),133,134,123,48,3_60,272.014598540146,957.5239575242069,1229.5385560643529,934.5239571251519,957.5239575242069
9,COMP_M,8,8_123,8_(115-123),231,244,194,16,8_115,78.84227642276423,958.3179037582825,1037.1601801810466,873.3179012375638,958.3179037582825
46,COMP_M,6,6_96,6_(88-96),181,195,141,166,6_88,112.0728051391863,959.0695323912943,1071.1423375304805,925.0695312580652,959.0695323912943
56,COMP_M,7,7_99,7_(98-99),225,200,194,35,7_98,44.875,961.317903694384,1006.192903694384,903.7457044673539,961.317903694384
52,COMP_M,6,6_95,6_(80-95),198,193,194,91,6_80,212.45454545454547,961.5069230070185,1173.961468461564,780.4822451317297,841.4822467893188
9,COMP_M,8,8_117,8_(114-117),253,234,195,134,8_114,291.3515625,961.6213509715043,1252.9729134715044,657.2517996626474,851.3541755549675
50,COMP_M,5,5_75,M.USER.APP.5,7,165,195,195,None,147.26978417266187,962.3489208633092,1109.618705035971,664.0,664.0
21,COMP_M,12,12_154,12_(150-154),301,306,43,14,12_150,68.1701030927835,964.4364571211955,1032.606560213979,912.4364562482351,964.4364571211955
20,COMP_M,11,11_147,11_(146-147),291,292,33,150,11_146,333.9932432432432,965.5455500773335,1299.5387933205766,926.5455494235971,965.5455500773335
52,COMP_M,6,6_84,6_(81-84),167,171,32,194,6_81,52.20847651775487,966.069533643542,1018.2780101612968,892.4993995440236,966.069533643542
45,COMP_M,9,9_133,9_(128-133),284,264,195,4,9_128,51.252918287937746,967.2697945449648,1018.5227128329026,671.6402877697842,967.2697945449648
33,COMP_M,5,5_78,5_(76-78),161,163,0,1,5_76,83.22026431718062,970.6088337305534,1053.829098047734,963.6088336497869,970.6088337305534
52,COMP_M,6,6_88,6_(81-88),167,181,32,141,6_81,48.0,977.0695328496806,1025.0695328496806,892.4993995440236,977.0695328496806
33,COMP_M,5,5_79,5_(76-79),161,164,0,78,5_76,74.38719068413391,982.6088338552261,1056.99602453936,963.6088336497869,982.6088338552261
56,COMP_M,7,7_101,7_(98-101),225,203,194,78,7_98,43.97088791848617,984.3179041444205,1028.2887920629066,903.7457044673539,984.3179041444205
35,COMP_M,2,2_46,2_(44-46),107,110,15,132,2_44,76.9758064516129,988.7268352354486,1065.7026416870615,958.7268346794808,988.7268352354486
45,COMP_M,9,9_134,9_(128-134),284,266,195,18,9_128,110.38387096774194,991.2697950244122,1101.6536659921542,671.6402877697842,991.2697950244122
21,COMP_M,12,12_155,12_(150-155),301,307,43,195,12_150,102.27697841726619,994.436457983738,1096.7134364010042,912.4364562482351,994.436457983738
